code_client,code_article,avg_qty,median_qty,std_qty,min_qty,max_qty,total_qty,frequency,last_qty,recency_days,avg_delay_days,recency_relative,trend,company_encoded,cat_quarterly_coef,has_gps,latitude,longitude,categorie,designation,is_bulk_product,nb_clients,days_since_first_order,is_new_product,client_total_products,client_total_invoices,client_avg_basket_size
CLT009160,2409BRN2CABLUE4/128,2.0,2.0,0.0,2,2,2,1,2,611,30.0,20.366666666666667,0.0,0,1.0143294985109848,False,,,GSM XIAOMI,REDMI 14C STARRY BLUE 4/128GB,False,307,626,False,32,17,2.823529411764706
CLT009160,2409BRN2CABLUE6/128,1.0,1.0,0.0,1,1,1,1,1,585,30.0,19.5,0.0,0,1.0143294985109848,False,,,GSM XIAOMI,REDMI 14C STARRY BLUE 6/128GB,False,238,608,False,32,17,2.823529411764706
CLT009160,2409BRN2CAPURPL8/256,1.0,1.0,0.0,1,1,1,1,1,611,30.0,20.366666666666667,0.0,0,1.0143294985109848,False,,,GSM XIAOMI,REDMI 14C DREAMY PURPLE 8/256GB,False,255,612,False,32,17,2.823529411764706
CLT009160,25078RA3EA BLUE4/128,1.0,1.0,0.0,1,1,1,1,1,40,30.0,1.3333333333333333,0.0,0,1.0143294985109848,False,,,GSM XIAOMI,REDMI 15C MOONLIGHT BLUE 4/128GB,False,263,273,False,32,17,2.823529411764706
CLT009160,25078RA3EABLACK4/128,1.5,1.5,0.7071067811865476,1,2,3,2,1,14,26.0,0.5384615384615384,-0.499999750000125,0,1.0143294985109848,False,,,GSM XIAOMI,REDMI 15C MIDNIGHT BLACK 4/128GB,False,277,273,False,32,17,2.823529411764706
CLT009160,25078RA3EABLACK8/256,1.5,1.5,0.7071067811865476,1,2,3,2,2,14,26.0,0.5384615384615384,0.9999990000010001,0,1.0143294985109848,False,,,GSM XIAOMI,REDMI 15C MIDNIGHT BLACK 8/256GB,False,288,273,False,32,17,2.823529411764706
CLT009160,2508CRN2BE BLAC8/256,1.0,1.0,0.0,1,1,1,1,1,40,30.0,1.3333333333333333,0.0,0,1.0143294985109848,False,,,GSM XIAOMI,REDMI 15C 5G MIDNIGHT BLACK 8/256GB,False,39,244,False,32,17,2.823529411764706
CLT009160,2508CRN2BE PURP8/256,1.0,1.0,0.0,1,1,1,1,1,14,30.0,0.4666666666666667,0.0,0,1.0143294985109848,False,,,GSM XIAOMI,REDMI 15C 5G DUSK PURPLE 8/256GB,False,31,244,False,32,17,2.823529411764706
CLT009160,286838703,5.0,5.0,0.0,5,5,10,2,5,584,28.0,20.857142857142858,0.0,0,0.8630837196073748,False,,,GSM NOKIA,NOKIA 130 DS NENA2 DARK BLUE,False,259,893,False,32,17,2.823529411764706
CLT009160,286838711,3.0,3.0,0.0,3,3,3,1,3,612,30.0,20.4,0.0,0,0.8630837196073748,False,,,GSM NOKIA,NOKIA 130 DS NENA2 PURPLE,False,239,893,False,32,17,2.823529411764706
CLT009160,286838732,1.0,1.0,0.0,1,1,1,1,1,612,30.0,20.4,0.0,0,0.8630837196073748,False,,,GSM NOKIA,NOKIA 150 DS NENA2 BLUE,False,278,893,False,32,17,2.823529411764706
CLT009160,286838745,3.0,2.0,1.7320508075688772,2,5,9,3,2,384,203.0,1.8916256157635467,-0.599999880000024,0,0.8630837196073748,False,,,GSM NOKIA,NOKIA 150 DS NENA2 BLACK,False,300,893,False,32,17,2.823529411764706
CLT009160,KL4 BLACK 3+64,1.0,1.0,0.0,1,1,1,1,1,612,30.0,20.4,0.0,0,0.8408259949115737,False,,,GSM TECNO,TECNO SPARK GO 1 3+64 STARTRAIL BLACK,False,200,629,False,32,17,2.823529411764706
CLT009160,KN3 BLACK 4/128,1.0,1.0,0.0,1,1,1,1,1,40,30.0,1.3333333333333333,0.0,0,0.8408259949115737,False,,,GSM TECNO,TECNO SPARK GO 3 INK BLACK 4/128,False,64,41,True,32,17,2.823529411764706
CLT009160,KN3 BLUE 4/128,1.0,1.0,0.0,1,1,1,1,1,40,30.0,1.3333333333333333,0.0,0,0.8408259949115737,False,,,GSM TECNO,TECNO SPARK GO 3 GALAXY BLUE 4/128,False,56,41,True,32,17,2.823529411764706
CLT009160,KN3 GREY 4/128,1.0,1.0,0.0,1,1,1,1,1,40,30.0,1.3333333333333333,0.0,0,0.8408259949115737,False,,,GSM TECNO,TECNO SPARK GO 3 TITANIUM GREY 4/128,False,52,41,True,32,17,2.823529411764706
CLT009160,SP01Z07Z1839Y,16.5,16.5,9.192388155425117,10,23,33,2,10,676,114.0,5.9298245614035086,-0.5652173667296797,0,0.8630837196073748,False,,,GSM NOKIA,NOKIA 105 DS N_AFR CHARCOAL,True,322,838,False,32,17,2.823529411764706
CLT009160,SP01Z07Z1840Y,15.0,15.0,7.0710678118654755,10,20,30,2,10,676,114.0,5.9298245614035086,-0.4999999750000012,0,0.8630837196073748,False,,,GSM NOKIA,NOKIA 105 DS N_AFR BLUE,True,284,838,False,32,17,2.823529411764706
CLT009160,SP01Z07Z1945Y,20.6,20.0,6.06630035524124,13,30,103,5,20,189,105.75,1.7872340425531914,0.4141413890419359,0,0.8630837196073748,False,,,GSM NOKIA,NOKIA 105 TA-1416 DS N_AFR2 CHARCOAL,True,384,619,False,32,17,2.823529411764706
CLT009160,SP01Z07Z1946Y,12.5,10.0,5.0,10,20,50,4,10,189,141.0,1.3404255319148937,-0.3333333111111126,0,0.8630837196073748,False,,,GSM NOKIA,NOKIA 105 TA-1416 DS N_AFR2 BLUE,True,363,619,False,32,17,2.823529411764706
CLT009160,SP01Z07Z1964Y,7.5,7.5,6.363961030678928,3,12,15,2,12,189,195.0,0.9692307692307692,2.9999990000003334,0,0.8630837196073748,False,,,GSM NOKIA,NOKIA 125 TA-1655 DS NENA2 GREEN,False,206,574,False,32,17,2.823529411764706
CLT009160,SP01Z07Z1966Y,2.0,2.0,0.0,2,2,2,1,2,384,30.0,12.8,0.0,0,0.8630837196073748,False,,,GSM NOKIA,NOKIA 125 TA-1655 DS NENA2 BLACK,False,216,574,False,32,17,2.823529411764706
CLT009160,T101 BLACK,2.0,2.0,0.0,2,2,2,1,2,340,30.0,11.333333333333334,0.0,0,0.8408259949115737,False,,,GSM TECNO,TECNO T101 DARK BLACK,False,152,476,False,32,17,2.823529411764706
CLT009160,T101 BLUE,2.0,2.0,0.0,2,2,2,1,2,340,30.0,11.333333333333334,0.0,0,0.8408259949115737,False,,,GSM TECNO,TECNO T101 MYSTERIOUS BLUE,False,153,476,False,32,17,2.823529411764706
CLT009160,T101 GREEN,2.0,2.0,0.0,2,2,2,1,2,340,30.0,11.333333333333334,0.0,0,0.8408259949115737,False,,,GSM TECNO,TECNO T101 LIGHT GREEN,False,146,476,False,32,17,2.823529411764706
CLT009160,T302 BLACK,3.0,3.0,0.0,3,3,3,1,3,340,30.0,11.333333333333334,0.0,0,0.8408259949115737,False,,,GSM TECNO,TECNO T302 BLACK,False,149,476,False,32,17,2.823529411764706
CLT009160,T302 BLUE,3.0,3.0,0.0,3,3,3,1,3,340,30.0,11.333333333333334,0.0,0,0.8408259949115737,False,,,GSM TECNO,TECNO T302 DEEP BLUE,False,147,476,False,32,17,2.823529411764706
CLT009160,T302 GREEN,3.0,3.0,0.0,3,3,3,1,3,340,30.0,11.333333333333334,0.0,0,0.8408259949115737,False,,,GSM TECNO,TECNO T302 SPRUCE GREEN,False,142,476,False,32,17,2.823529411764706
CLT010150,M2430E1 WHITE,3.0,3.0,0.0,3,3,3,1,3,299,30.0,9.966666666666667,0.0,0,0.8819816952894993,False,,,ACC XIAOMI,REDMI BUDS 6 PRO GLACIER WHITE,False,23,472,False,2,2,1.0
CLT010150,M2462W1 PURPLE,3.0,3.0,0.0,3,3,3,1,3,45,30.0,1.5,0.0,0,0.8819816952894993,False,,,ACC XIAOMI,REDMI WATCH 5 LAVENDER PURPLE,False,19,334,False,2,2,1.0
CLT010283,1GF019FPA2A02,10.0,10.0,0.0,10,10,10,1,10,350,30.0,11.666666666666666,0.0,0,0.8630837196073748,False,,,GSM NOKIA,NOKIA 110 DS NENA1 CHARCOAL,False,287,896,False,24,14,2.142857142857143
CLT010283,1GF019FPG3A02,10.0,10.0,0.0,10,10,10,1,10,350,30.0,11.666666666666666,0.0,0,0.8630837196073748,False,,,GSM NOKIA,NOKIA 110 DS NENA1 BLUE,False,244,896,False,24,14,2.142857142857143
CLT010283,23106RN0DAWHITE8/256,1.0,1.0,0.0,1,1,1,1,1,739,30.0,24.633333333333333,0.0,0,1.0143294985109848,False,,,GSM XIAOMI,REDMI 13C GLACIER WHITE 8/256GB,False,156,896,False,24,14,2.142857142857143
CLT010283,23117RA68GBLACK8/256,1.0,1.0,0.0,1,1,1,1,1,857,30.0,28.566666666666666,0.0,0,1.0143294985109848,False,,,GSM XIAOMI,REDMI NOTE 13 PRO MIDNIGHT BLACK 8/256GB,False,175,881,False,24,14,2.142857142857143
CLT010283,23129RAA4GBLACK6/128,1.0,1.0,0.0,1,1,1,1,1,857,30.0,28.566666666666666,0.0,0,1.0143294985109848,False,,,GSM XIAOMI,REDMI NOTE 13 MIDNIGHT BLACK 6/128GB,False,273,881,False,24,14,2.142857142857143
CLT010283,23129RAA4GBLACK8/256,1.0,1.0,0.0,1,1,2,2,1,739,118.0,6.262711864406779,0.0,0,1.0143294985109848,False,,,GSM XIAOMI,REDMI NOTE 13 MIDNIGHT BLACK 8/256GB,False,248,881,False,24,14,2.142857142857143
CLT010283,23129RAA4GBLUE8/128,1.0,1.0,0.0,1,1,1,1,1,857,30.0,28.566666666666666,0.0,0,1.0143294985109848,False,,,GSM XIAOMI,REDMI NOTE 13 ICE BLUE 8/128GB,False,205,881,False,24,14,2.142857142857143
CLT010283,2404ARN45A BLAC8/128,1.0,1.0,0.0,1,1,1,1,1,677,30.0,22.566666666666666,0.0,0,1.0143294985109848,False,,,GSM XIAOMI,REDMI 13 MIDNIGHT BLACK 8/128,False,222,691,False,24,14,2.142857142857143
CLT010283,2404ARN45A BLUE8/128,1.0,1.0,0.0,1,1,1,1,1,677,30.0,22.566666666666666,0.0,0,1.0143294985109848,False,,,GSM XIAOMI,REDMI 13 OCEAN BLUE 8/128,False,189,691,False,24,14,2.142857142857143
CLT010283,2409BRN2CABLUE6/128,1.0,1.0,0.0,1,1,1,1,1,350,30.0,11.666666666666666,0.0,0,1.0143294985109848,False,,,GSM XIAOMI,REDMI 14C STARRY BLUE 6/128GB,False,238,608,False,24,14,2.142857142857143
CLT010283,2409BRN2CAGREEN8/256,1.0,1.0,0.0,1,1,1,1,1,350,30.0,11.666666666666666,0.0,0,1.0143294985109848,False,,,GSM XIAOMI,REDMI 14C SAGE GREEN 8/256GB,False,264,612,False,24,14,2.142857142857143
CLT010283,25080RABDG BLAC8/256,1.0,1.0,0.0,1,1,1,1,1,28,30.0,0.9333333333333333,0.0,0,1.0143294985109848,False,,,GSM XIAOMI,REDMI NOTE 15 PRO 5G BLACK 8/256GB,False,43,62,True,24,14,2.142857142857143
CLT010283,286838703,4.0,4.0,0.0,4,4,4,1,4,641,30.0,21.366666666666667,0.0,0,0.8630837196073748,False,,,GSM NOKIA,NOKIA 130 DS NENA2 DARK BLUE,False,259,893,False,24,14,2.142857142857143
CLT010283,286838732,3.0,3.0,0.0,3,3,3,1,3,727,30.0,24.233333333333334,0.0,0,0.8630837196073748,False,,,GSM NOKIA,NOKIA 150 DS NENA2 BLUE,False,278,893,False,24,14,2.142857142857143
CLT010283,286838745,3.0,3.0,0.0,3,3,6,2,3,641,86.0,7.453488372093023,0.0,0,0.8630837196073748,False,,,GSM NOKIA,NOKIA 150 DS NENA2 BLACK,False,300,893,False,24,14,2.142857142857143
CLT010283,286838753,3.0,3.0,0.0,3,3,3,1,3,727,30.0,24.233333333333334,0.0,0,0.8630837196073748,False,,,GSM NOKIA,NOKIA 150 DS NENA2 RED,False,234,886,False,24,14,2.142857142857143
CLT010283,SP01Z07Z1839Y,12.5,12.5,3.5355339059327378,10,15,25,2,15,698,93.0,7.505376344086022,0.499999950000005,0,0.8630837196073748,False,,,GSM NOKIA,NOKIA 105 DS N_AFR CHARCOAL,True,322,838,False,24,14,2.142857142857143
CLT010283,SP01Z07Z1840Y,7.5,7.5,3.5355339059327378,5,10,15,2,5,698,93.0,7.505376344086022,-0.499999950000005,0,0.8630837196073748,False,,,GSM NOKIA,NOKIA 105 DS N_AFR BLUE,True,284,838,False,24,14,2.142857142857143
CLT010283,SP01Z07Z1945Y,10.0,10.0,0.0,10,10,10,1,10,293,30.0,9.766666666666667,0.0,0,0.8630837196073748,False,,,GSM NOKIA,NOKIA 105 TA-1416 DS N_AFR2 CHARCOAL,True,384,619,False,24,14,2.142857142857143
CLT010283,SP01Z07Z1946Y,10.0,10.0,0.0,10,10,10,1,10,293,30.0,9.766666666666667,0.0,0,0.8630837196073748,False,,,GSM NOKIA,NOKIA 105 TA-1416 DS N_AFR2 BLUE,True,363,619,False,24,14,2.142857142857143
CLT010283,SP01Z07Z2321Y,5.0,5.0,0.0,5,5,5,1,5,284,30.0,9.466666666666667,0.0,0,0.8630837196073748,False,,,GSM NOKIA,HMD 130 MUSIC TA-1714 DS NENA DARK GREY,False,96,284,False,24,14,2.142857142857143
CLT010283,SP01Z07Z2322Y,5.0,5.0,0.0,5,5,5,1,5,284,30.0,9.466666666666667,0.0,0,0.8630837196073748,False,,,GSM NOKIA,HMD 130 MUSIC TA-1714 DS NENA BLUE,False,96,284,False,24,14,2.142857142857143
CLT010283,T101 BLACK,5.0,5.0,0.0,5,5,10,2,5,391,5.0,78.2,0.0,0,0.8408259949115737,False,,,GSM TECNO,TECNO T101 DARK BLACK,False,152,476,False,24,14,2.142857142857143
CLT010283,T101 BLUE,5.0,5.0,0.0,5,5,10,2,5,391,5.0,78.2,0.0,0,0.8408259949115737,False,,,GSM TECNO,TECNO T101 MYSTERIOUS BLUE,False,153,476,False,24,14,2.142857142857143
CLT011029,1GF019BPA2A02,100.0,100.0,0.0,100,100,100,1,100,733,30.0,24.433333333333334,0.0,0,0.8630837196073748,True,34.7517297,10.7754027,GSM NOKIA,NOKIA 106 DS NENA1 CHARCOAL,False,233,896,False,131,60,3.85
CLT011029,1GF019FPA2A02,36.666666666666664,30.0,11.547005383792515,30,50,110,3,30,347,193.0,1.7979274611398963,-0.3999999920000002,0,0.8630837196073748,True,34.7517297,10.7754027,GSM NOKIA,NOKIA 110 DS NENA1 CHARCOAL,False,287,896,False,131,60,3.85
CLT011029,1GF019FPA2A05,40.0,40.0,0.0,40,40,40,1,40,33,30.0,1.1,0.0,0,0.8630837196073748,True,34.7517297,10.7754027,GSM NOKIA,NOKIA 110 TA-1567 DS NENA1 CHARCOAL,False,82,34,True,131,60,3.85
CLT011029,1GF019FPG3A02,15.0,15.0,7.0710678118654755,10,20,30,2,20,347,175.0,1.9828571428571429,0.99999990000001,0,0.8630837196073748,True,34.7517297,10.7754027,GSM NOKIA,NOKIA 110 DS NENA1 BLUE,False,244,896,False,131,60,3.85
CLT011029,1GF019FPG3A05,20.0,20.0,0.0,20,20,20,1,20,33,30.0,1.1,0.0,0,0.8630837196073748,True,34.7517297,10.7754027,GSM NOKIA,NOKIA 110 TA-1567 DS NENA1 BLUE,False,55,34,True,131,60,3.85
CLT011029,1GF026CPA2A02,20.0,20.0,0.0,20,20,20,1,20,67,30.0,2.2333333333333334,0.0,0,0.8630837196073748,True,34.7517297,10.7754027,GSM NOKIA,NOKIA 215 4G TA-1613 DS NENA1 BLACK,False,20,69,True,131,60,3.85
CLT011029,23090RA98GBLA12/512,2.0,2.0,0.0,2,2,4,2,2,844,1.0,844.0,0.0,0,1.0143294985109848,True,34.7517297,10.7754027,GSM XIAOMI,REDMI NOTE 13 PRO+ 5G MIDNIGHT BLACK 12/512GB,False,83,881,False,131,60,3.85
CLT011029,23090RA98GPURP12/512,1.0,1.0,0.0,1,1,1,1,1,845,30.0,28.166666666666668,0.0,0,1.0143294985109848,True,34.7517297,10.7754027,GSM XIAOMI,REDMI NOTE 13 PRO+ 5G AURORA PURPLE 12/512GB,False,79,881,False,131,60,3.85
CLT011029,23090RA98GPURP8/256,1.0,1.0,0.0,1,1,1,1,1,865,30.0,28.833333333333332,0.0,0,1.0143294985109848,True,34.7517297,10.7754027,GSM XIAOMI,REDMI NOTE 13 PRO+ 5G AURORA PURPLE 8/256GB,False,69,881,False,131,60,3.85
CLT011029,23090RA98GWHIT12/512,1.0,1.0,0.0,1,1,1,1,1,865,30.0,28.833333333333332,0.0,0,1.0143294985109848,True,34.7517297,10.7754027,GSM XIAOMI,REDMI NOTE 13 PRO+ 5G MOONLIGHT WHITE 12/512GB,False,56,881,False,131,60,3.85
CLT011029,23106RN0DA BLEU4/128,10.0,10.0,0.0,10,10,10,1,10,861,30.0,28.7,0.0,0,1.0143294985109848,True,34.7517297,10.7754027,GSM XIAOMI,REDMI 13C Navy Blue 4/128GB,False,153,865,False,131,60,3.85
CLT011029,23106RN0DA BLEU8/256,5.0,5.0,0.0,5,5,5,1,5,861,30.0,28.7,0.0,0,1.0143294985109848,True,34.7517297,10.7754027,GSM XIAOMI,REDMI 13C Navy Blue 8/256GB,False,173,885,False,131,60,3.85
CLT011029,23106RN0DA GREN6/128,10.0,10.0,0.0,10,10,10,1,10,861,30.0,28.7,0.0,0,1.0143294985109848,True,34.7517297,10.7754027,GSM XIAOMI,REDMI 13C Clover Green 6/128GB,False,140,885,False,131,60,3.85
CLT011029,23106RN0DA GREN8/256,5.0,5.0,0.0,5,5,5,1,5,861,30.0,28.7,0.0,0,1.0143294985109848,True,34.7517297,10.7754027,GSM XIAOMI,REDMI 13C Clover Green 8/256GB,False,155,896,False,131,60,3.85
CLT011029,23106RN0DABLACK8/256,5.0,5.0,0.0,5,5,5,1,5,861,30.0,28.7,0.0,0,1.0143294985109848,True,34.7517297,10.7754027,GSM XIAOMI,REDMI 13C Midnight Black 8/256GB,True,195,885,False,131,60,3.85
CLT011029,23106RN0DAWHITE8/256,5.0,5.0,0.0,5,5,5,1,5,861,30.0,28.7,0.0,0,1.0143294985109848,True,34.7517297,10.7754027,GSM XIAOMI,REDMI 13C GLACIER WHITE 8/256GB,False,156,896,False,131,60,3.85
CLT011029,23117RA68GBLACK8/256,1.0,1.0,0.0,1,1,1,1,1,845,30.0,28.166666666666668,0.0,0,1.0143294985109848,True,34.7517297,10.7754027,GSM XIAOMI,REDMI NOTE 13 PRO MIDNIGHT BLACK 8/256GB,False,175,881,False,131,60,3.85
CLT011029,23117RA68GGREEN8/256,1.0,1.0,0.0,1,1,2,2,1,808,37.0,21.83783783783784,0.0,0,1.0143294985109848,True,34.7517297,10.7754027,GSM XIAOMI,REDMI NOTE 13 PRO FOREST GREEN 8/256GB,False,150,881,False,131,60,3.85
CLT011029,23129RAA4GBLACK6/128,2.0,2.0,0.0,2,2,2,1,2,880,30.0,29.333333333333332,0.0,0,1.0143294985109848,True,34.7517297,10.7754027,GSM XIAOMI,REDMI NOTE 13 MIDNIGHT BLACK 6/128GB,False,273,881,False,131,60,3.85
CLT011029,23129RAA4GBLACK8/256,2.0,2.0,0.0,2,2,2,1,2,880,30.0,29.333333333333332,0.0,0,1.0143294985109848,True,34.7517297,10.7754027,GSM XIAOMI,REDMI NOTE 13 MIDNIGHT BLACK 8/256GB,False,248,881,False,131,60,3.85
CLT011029,23129RAA4GBLUE6/128,2.0,2.0,0.0,2,2,2,1,2,880,30.0,29.333333333333332,0.0,0,1.0143294985109848,True,34.7517297,10.7754027,GSM XIAOMI,REDMI NOTE 13 ICE BLUE 6/128GB,False,233,881,False,131,60,3.85
CLT011029,23129RAA4GBLUE8/128,2.0,2.0,0.0,2,2,2,1,2,880,30.0,29.333333333333332,0.0,0,1.0143294985109848,True,34.7517297,10.7754027,GSM XIAOMI,REDMI NOTE 13 ICE BLUE 8/128GB,False,205,881,False,131,60,3.85
CLT011029,23129RAA4GBLUE8/256,2.0,2.0,0.0,2,2,2,1,2,880,30.0,29.333333333333332,0.0,0,1.0143294985109848,True,34.7517297,10.7754027,GSM XIAOMI,REDMI NOTE 13 ICE BLUE 8/256GB,False,191,881,False,131,60,3.85
CLT011029,23129RAA4GGREEN6/128,2.0,2.0,0.0,2,2,2,1,2,880,30.0,29.333333333333332,0.0,0,1.0143294985109848,True,34.7517297,10.7754027,GSM XIAOMI,REDMI NOTE 13 MINT GREEN 6/128GB,False,210,881,False,131,60,3.85
CLT011029,23129RAA4GGREEN8/256,2.0,2.0,0.0,2,2,2,1,2,880,30.0,29.333333333333332,0.0,0,1.0143294985109848,True,34.7517297,10.7754027,GSM XIAOMI,REDMI NOTE 13 MINT GREEN 8/256GB,False,196,881,False,131,60,3.85
CLT011029,24048MP07G WHITE,1.0,1.0,0.0,1,1,1,1,1,59,30.0,1.9666666666666666,0.0,0,0.8819816952894993,True,34.7517297,10.7754027,ACC XIAOMI,REDMI SMART PEN WHITE,False,29,126,False,131,60,3.85
CLT011029,24075RP89G GRAY4/128,8.0,8.0,0.0,8,8,8,1,8,98,30.0,3.2666666666666666,0.0,0,1.2539887125046958,True,34.7517297,10.7754027,TAB XIAOMI,REDMI PAD SE 8.7 GRAPHITE GRAY 4/128,False,82,284,False,131,60,3.85
CLT011029,2409BRN2CABLACK6/128,10.0,10.0,0.0,10,10,10,1,10,392,30.0,13.066666666666666,0.0,0,1.0143294985109848,True,34.7517297,10.7754027,GSM XIAOMI,REDMI 14C MIDNIGHT BLACK 6/128GB,True,321,626,False,131,60,3.85
CLT011029,2409BRN2CAGREEN4/128,5.0,5.0,0.0,5,5,5,1,5,441,30.0,14.7,0.0,0,1.0143294985109848,True,34.7517297,10.7754027,GSM XIAOMI,REDMI 14C SAGE GREEN 4/128GB,False,255,594,False,131,60,3.85
CLT011029,2409BRN2CAGREEN6/128,5.0,5.0,0.0,5,5,5,1,5,441,30.0,14.7,0.0,0,1.0143294985109848,True,34.7517297,10.7754027,GSM XIAOMI,REDMI 14C SAGE GREEN 6/128GB,False,266,626,False,131,60,3.85
CLT011029,2409BRN2CAPURPL4/128,5.0,5.0,0.0,5,5,5,1,5,392,30.0,13.066666666666666,0.0,0,1.0143294985109848,True,34.7517297,10.7754027,GSM XIAOMI,REDMI 14C DREAMY PURPLE 4/128GB,False,226,587,False,131,60,3.85
CLT011029,24117RN76GBLACK6/128,10.0,10.0,0.0,10,10,10,1,10,286,30.0,9.533333333333333,0.0,0,1.0143294985109848,True,34.7517297,10.7754027,GSM XIAOMI,REDMI NOTE 14 MIDNIGHT BLACK 6/128GB,False,198,500,False,131,60,3.85
CLT011029,24117RN76GBLACK8/256,3.0,3.0,0.0,3,3,3,1,3,286,30.0,9.533333333333333,0.0,0,1.0143294985109848,True,34.7517297,10.7754027,GSM XIAOMI,REDMI NOTE 14 MIDNIGHT BLACK 8/256GB,False,202,500,False,131,60,3.85
CLT011029,24117RN76GPURPL8/256,2.0,2.0,0.0,2,2,2,1,2,286,30.0,9.533333333333333,0.0,0,1.0143294985109848,True,34.7517297,10.7754027,GSM XIAOMI,REDMI NOTE 14 MIST PURPLE 8/256GB,False,39,329,False,131,60,3.85
CLT011029,2505DRP06G GRAY8/256,5.0,5.0,0.0,5,5,5,1,5,41,30.0,1.3666666666666667,0.0,0,1.2539887125046958,True,34.7517297,10.7754027,TAB XIAOMI,REDMI PAD 2 4G GRAPHITE GRAY 8/256,False,114,329,False,131,60,3.85
CLT011029,25062RN2DA GRAY8/256,2.0,2.0,0.0,2,2,2,1,2,248,30.0,8.266666666666667,0.0,0,1.0143294985109848,True,34.7517297,10.7754027,GSM XIAOMI,REDMI 15 TITAN GRAY 8/256,False,185,273,False,131,60,3.85
CLT011029,25062RN2DABLACK8/256,2.0,2.0,0.0,2,2,2,1,2,248,30.0,8.266666666666667,0.0,0,1.0143294985109848,True,34.7517297,10.7754027,GSM XIAOMI,REDMI 15 MIDNIGHT BLACK 8/256,False,185,273,False,131,60,3.85
CLT011029,25062RN2DAPURPL8/256,2.0,2.0,0.0,2,2,2,1,2,248,30.0,8.266666666666667,0.0,0,1.0143294985109848,True,34.7517297,10.7754027,GSM XIAOMI,REDMI 15 SANDY PURPLE 8/256,False,162,273,False,131,60,3.85
CLT011029,25078RA3EA BLUE4/128,3.0,3.0,0.0,3,3,3,1,3,272,30.0,9.066666666666666,0.0,0,1.0143294985109848,True,34.7517297,10.7754027,GSM XIAOMI,REDMI 15C MOONLIGHT BLUE 4/128GB,False,263,273,False,131,60,3.85
CLT011029,25078RA3EA BLUE6/128,6.333333333333333,5.0,3.2145502536643185,4,10,19,3,10,88,32.5,2.707692307692308,0.399999920000016,0,1.0143294985109848,True,34.7517297,10.7754027,GSM XIAOMI,REDMI 15C MOONLIGHT BLUE 6/128GB,False,193,251,False,131,60,3.85
